Declaring ID|Declaring Ruler|Declaring Nation|Declaring Alliance|Declaring Alliance ID|Declaring Team|Receiving ID|Receiving Ruler|Receiving Nation|Receiving Alliance|Receiving Alliance ID|Receiving Team|War Status|Begin Date|End Date|Reason|War ID|Destruction|Attack Percent|Defend Percent|
639843|TheChickenRun|Costco Wholesale|The Dark Templar|10056|Black|602798|Tharu|Thunnalai|New Polar Order|10006|Blue|Active|10/5/2025 5:11:53 PM|10/12/2025 5:11:53 PM|A general dispute|872081|384.16|0|100|
639843|TheChickenRun|Costco Wholesale|The Dark Templar|10056|Black|638|mikharr123|Sirrahistan|New Polar Order|10006|Blue|Active|10/5/2025 5:11:43 PM|10/12/2025 5:11:43 PM|A general dispute|872080|535.70|62|37|
639843|TheChickenRun|Costco Wholesale|The Dark Templar|10056|Black|339168|Celess|Celess Mob|New Polar Order|10006|Blue|Active|10/5/2025 5:11:30 PM|10/12/2025 5:11:30 PM|A general dispute|872079|498.35|0|100|
635568|ReForce|Axors|The Dark Templar|10056|Black|523607|King Matt|Michelleville|New Polar Order|10006|Blue|Active|10/5/2025 4:52:16 PM|10/12/2025 4:52:16 PM|A general dispute|872078|563.01|0|100|
635568|ReForce|Axors|The Dark Templar|10056|Black|196816|Cryogenicland|Cryogenicland|New Polar Order|10006|Blue|Active|10/5/2025 4:51:02 PM|10/12/2025 4:51:02 PM|A general dispute|872077|1,119.55|37|62|
635568|ReForce|Axors|The Dark Templar|10056|Black|394999|Marebito|Wild Thing|New Polar Order|10006|Blue|Active|10/5/2025 4:50:49 PM|10/12/2025 4:50:49 PM|A general dispute|872076|817.73|0|100|
70316|Myworld|Stealth Kingdom|The Dark Templar|10056|Black|241138|IceFlyer|Eleytheria|New Polar Order|10006|Blue|Active|10/5/2025 3:57:24 PM|10/12/2025 3:57:24 PM|Polar Plunge|872075|1,561.41|100|0|
70316|Myworld|Stealth Kingdom|The Dark Templar|10056|Black|56087|crusaderoflight88|Pacific Sun|New Polar Order|10006|Blue|Active|10/5/2025 3:56:20 PM|10/12/2025 3:56:20 PM|I KNOW YOU|872074|1,781.54|6|93|
646787|Hye781|Calilove4ever|Christian Coalition Of Countries|10028|Maroon|646209|My Name Is KMob|KMobs Territory|Deathblow|17387|None|Peace|10/5/2025 3:51:04 PM|10/12/2025 3:51:04 PM|A general dispute|872073|451.57|0|100|
643197|HoustonBeBack|Larsden|Nuclear Proliferation League|17228|Aqua|148460|Buds The Man|New Budsland|Doombrella|17368|Black|Active|10/5/2025 3:23:33 PM|10/12/2025 3:23:33 PM|Share a cold one?|872072|30.30|0|100|
621029|Le Trout|Lambo Lambo Lambo|Post Grunge Supergroup|16367|Brown|132715|DFA MrFox|DFA MrFox|Freehold of The Wolves|15157|White|Active|10/5/2025 2:28:12 PM|10/12/2025 2:28:12 PM|YEET|872071|680.79|87|12|
568080|Krammer|Copl Punishment|Independent Republic Of Orange Nations|10004|Orange|414337|Shadowfury|Illyria|Freehold of The Wolves|15157|Black|Active|10/5/2025 11:32:00 AM|10/12/2025 11:32:00 AM|A general dispute|872070|2,271.04|5|94|
647560|WaterPyro|First Imperial Russi|Nuclear Proliferation League|17228|Aqua|647208|Victor Tokumei|Tokumei|Post Grunge Supergroup|16367|Brown|Peace|10/5/2025 8:43:33 AM|10/12/2025 8:43:33 AM|Global War|872069|332.31|0|100|
632434|Stineamania|Nowitme|Post Grunge Supergroup|16367|Brown|217577|MontyKo|Tuborg|Freehold of The Wolves|15157|White|Active|10/5/2025 7:33:44 AM|10/12/2025 7:33:44 AM|Happy to meet you!|872068|534.73|61|38|
645984|keyman|Bonland|Nuclear Proliferation League|17228|Aqua|356682|Logic|8Bit Nation|Doombrella|17368|Black|Active|10/5/2025 6:53:43 AM|10/12/2025 6:53:43 AM|A general dispute|872067|692.50|87|12|
621876|thebigkas|kekistan69|COBRA|13717|Brown|647448|WayTooExtreme|Yerdalldat|TANG Clan|17449|Black|Active|10/5/2025 6:08:26 AM|10/12/2025 6:08:26 AM|Snake bite|872066|774.90|19|80|
563422|nekro448|North Eugenia|Post Grunge Supergroup|16367|Brown|134794|Tasker74|Thebigharbour|Freehold of The Wolves|15157|White|Active|10/5/2025 5:52:59 AM|10/12/2025 5:52:59 AM|PGS Orders|872065|1,862.18|19|80|
630254|Venoxis|Anartektica|Post Grunge Supergroup|16367|Brown|414337|Shadowfury|Illyria|Freehold of The Wolves|15157|Black|Active|10/5/2025 5:39:34 AM|10/12/2025 5:39:34 AM|Global warts|872064|748.65|77|22|
630254|Venoxis|Anartektica|Post Grunge Supergroup|16367|Brown|414519|markpalm1|vacous|Freehold of The Wolves|15157|White|Active|10/5/2025 5:38:59 AM|10/12/2025 5:38:59 AM|Global war|872063|1,919.51|95|4|
630254|Venoxis|Anartektica|Post Grunge Supergroup|16367|Brown|141175|Kaiser Willis|Kryton|Freehold of The Wolves|15157|White|Active|10/5/2025 5:37:52 AM|10/12/2025 5:37:52 AM|Global war|872062|379.51|0|100|
644508|texwarhawk|Fjord Republic|The Legion|10020|Purple|457345|Taiki11|Taiki Land|Non Grata|10097|Maroon|Active|10/5/2025 4:23:59 AM|10/12/2025 4:23:59 AM|A general dispute|872061|254.47|0|100|
624965|Tector|Xindi|The Legion|10020|Purple|626737|BigFilthyDick|GayBar|Non Grata|10097|Maroon|Active|10/5/2025 3:01:38 AM|10/12/2025 3:01:38 AM|A general dispute|872060|971.10|52|47|
630433|Wuldor Winnan|Wuldor Winnan|The Wolves|16660|Maroon|483058|Dubh Caireallain|Roisin Dubh|New Polar Order|10006|Blue|Active|10/5/2025 2:25:32 AM|10/12/2025 2:25:32 AM|A general dispute|872059|286.17|22|77|
542485|RedQueen|Myotistan|Post Grunge Supergroup|16367|Brown|634273|kolomee|Noodles Descendent|Freehold of The Wolves|15157|White|Active|10/5/2025 1:46:37 AM|10/12/2025 1:46:37 AM|A general dispute|872058|660.12|8|91|
618150|Lyanna Mormont|Bear Island 4 Lyfe|Non Grata|10097|Maroon|628072|OBrienIngsoc|Caesalpinia|The Legion|10020|Purple|Active|10/5/2025 1:36:36 AM|10/12/2025 1:36:36 AM|A general dispute|872057|467.54|0|100|
531745|armpit|Armpit|The Wolves|16660|Maroon|497470|Skaros Thunderbane|Shimazu Conglomerate|New Polar Order|10006|Blue|Active|10/5/2025 1:29:39 AM|10/12/2025 1:29:39 AM|A general dispute|872056|2,125.14|42|57|
577964|WagonWheel|Wagons|Post Grunge Supergroup|16367|Brown|141175|Kaiser Willis|Kryton|Freehold of The Wolves|15157|White|Active|10/5/2025 12:46:58 AM|10/12/2025 12:46:58 AM|Orders|872055|2,889.02|0|100|
558202|Doug Henning|Magic Land|Nuclear Proliferation League|17228|Aqua|340559|paperwings2007|Paper Island|Doombrella|17368|Black|Active|10/5/2025 12:14:27 AM|10/12/2025 12:14:27 AM|Any recipe suggestions? |872054|567.55|49|50|
547395|KameraadLenin|Newfoundland SSR|Non Grata|10097|Maroon|441760|jacka|north 40|The Legion|10020|Purple|Active|10/5/2025 12:01:37 AM|10/12/2025 12:01:37 AM|A general dispute|872053|483.76|24|75|
618150|Lyanna Mormont|Bear Island 4 Lyfe|Non Grata|10097|Maroon|441760|jacka|north 40|The Legion|10020|Purple|Active|10/5/2025 12:01:08 AM|10/12/2025 12:01:08 AM|A general dispute|872052|461.46|8|91|
547395|KameraadLenin|Newfoundland SSR|Non Grata|10097|Maroon|412825|TravisPernell|Kingdom of Islam|The Legion|10020|Purple|Active|10/5/2025 12:00:44 AM|10/12/2025 12:00:44 AM|A general dispute|872051|620.67|12|87|
638461|Jerby|Simulacra|Non Grata|10097|Maroon|633077|DarkStar1348|Aoxomoxoa|The Legion|10020|Purple|Active|10/5/2025 12:00:42 AM|10/12/2025 12:00:42 AM|For Dumb|872050|506.51|24|75|
547395|KameraadLenin|Newfoundland SSR|Non Grata|10097|Maroon|562339|scozy|Kenoland|The Legion|10020|Purple|Active|10/5/2025 12:00:38 AM|10/12/2025 12:00:38 AM|A general dispute|872049|257.06|49|50|
638461|Jerby|Simulacra|Non Grata|10097|Maroon|412825|TravisPernell|Kingdom of Islam|The Legion|10020|Purple|Active|10/5/2025 12:00:34 AM|10/12/2025 12:00:34 AM|For Dumb|872048|558.01|15|84|
618150|Lyanna Mormont|Bear Island 4 Lyfe|Non Grata|10097|Maroon|562339|scozy|Kenoland|The Legion|10020|Purple|Active|10/5/2025 12:00:29 AM|10/12/2025 12:00:29 AM|A general dispute|872047|448.13|8|91|
638461|Jerby|Simulacra|Non Grata|10097|Maroon|562339|scozy|Kenoland|The Legion|10020|Purple|Active|10/5/2025 12:00:26 AM|10/12/2025 12:00:26 AM|For Dumb|872046|638.49|50|49|
618150|Lyanna Mormont|Bear Island 4 Lyfe|Non Grata|10097|Maroon|412825|TravisPernell|Kingdom of Islam|The Legion|10020|Purple|Active|10/5/2025 12:00:18 AM|10/12/2025 12:00:18 AM|A general dispute|872045|672.72|5|94|
644042|calicocatface|Calico Islands|Non Grata|10097|Maroon|645156|RekEm Republic|RekEm Republic|The Legion|10020|Purple|Active|10/4/2025 11:54:10 PM|10/11/2025 11:54:10 PM|A general dispute|872044|3,747.92|51|48|
642002|Telikos Terakhir|Eschatosia|The Legion|10020|Purple|645844|Dario the Great|Darioland|Non Grata|10097|Maroon|Active|10/4/2025 11:42:01 PM|10/11/2025 11:42:01 PM|War|872043|2,742.97|40|59|
632434|Stineamania|Nowitme|Post Grunge Supergroup|16367|Brown|240549|Codark|Codainia|Freehold of The Wolves|15157|White|Active|10/4/2025 10:22:08 PM|10/11/2025 10:22:08 PM|A general dispute|872042|4,649.48|62|37|
645768|Sitthemdown|Emperor Protects|Doombrella|17368|Black|644690|kylelandia|Kylelandia|Nuclear Proliferation League|17228|Aqua|Active|10/4/2025 10:08:16 PM|10/11/2025 10:08:16 PM|A general dispute|872041|339.98|0|100|
638702|Vins10|Quebec Second|Post Grunge Supergroup|16367|Brown|618522|Don Flippers|Penguinland|Freehold of The Wolves|15157|White|Active|10/4/2025 9:55:35 PM|10/11/2025 9:55:35 PM|War|872040|622.19|0|100|
551335|Hakora Kiyanto|Makayan|New Pacific Order|10000|Red|433547|WhitEarendur|Tol Eressea|New Polar Order|10006|Blue|Active|10/4/2025 9:52:00 PM|10/11/2025 9:52:00 PM|A general dispute|872039|6,251.20|85|14|
551335|Hakora Kiyanto|Makayan|New Pacific Order|10000|Red|86784|Kongen|Frontline|New Polar Order|10006|Blue|Active|10/4/2025 9:51:49 PM|10/11/2025 9:51:49 PM|A general dispute|872038|6,694.62|64|35|
638702|Vins10|Quebec Second|Post Grunge Supergroup|16367|Brown|592448|Hakaisha|Nihon koku|Freehold of The Wolves|15157|White|Active|10/4/2025 9:48:36 PM|10/11/2025 9:48:36 PM|War|872037|709.44|7|92|
566736|amossio|amossio|Doombrella|17368|Black|646839|rickm27|Balmoria|Nuclear Proliferation League|17228|Aqua|Active|10/4/2025 8:58:36 PM|10/11/2025 8:58:36 PM|A general dispute|872036|3,907.98|58|41|
566736|amossio|amossio|Doombrella|17368|Black|646568|Joan De Marquinly|Rallende|Nuclear Proliferation League|17228|Aqua|Active|10/4/2025 8:55:57 PM|10/11/2025 8:55:57 PM|A general dispute|872035|1,339.92|0|100|
645768|Sitthemdown|Emperor Protects|Doombrella|17368|Black|646771|King Chocolate|Chocolate Cookie|Nuclear Proliferation League|17228|Aqua|Active|10/4/2025 8:08:30 PM|10/11/2025 8:08:30 PM|A general dispute|872034|425.29|0|100|
577964|WagonWheel|Wagons|Post Grunge Supergroup|16367|Brown|159031|jefcolpan|scarab marangue|Freehold of The Wolves|15157|White|Active|10/4/2025 7:18:43 PM|10/11/2025 7:18:43 PM|Orders |872033|3,489.50|0|100|
577964|WagonWheel|Wagons|Post Grunge Supergroup|16367|Brown|81564|constablepotato|Potatoland|Freehold of The Wolves|15157|White|Active|10/4/2025 7:17:53 PM|10/11/2025 7:17:53 PM|Orders |872032|4,920.90|72|27|
616289|Kingzing|Glister|The Legion|10020|Purple|631302|Gatherum|Vermis|Non Grata|10097|Maroon|Active|10/4/2025 7:17:43 PM|10/11/2025 7:17:43 PM|A general dispute|872031|1,743.29|90|9|
646890|HarryJ|Wambulance|Post Grunge Supergroup|16367|Brown|535013|Deadwartin|Republic of SOS|Freehold of The Wolves|15157|White|Active|10/4/2025 6:13:06 PM|10/11/2025 6:13:06 PM|A general dispute|872030|1,013.75|48|51|
632435|Lordsmallballs|Acadian States|Post Grunge Supergroup|16367|Brown|8515|Turetel|Turetel|Freehold of The Wolves|15157|White|Active|10/4/2025 5:58:28 PM|10/11/2025 5:58:28 PM|A general dispute|872029|4,865.71|77|22|
632435|Lordsmallballs|Acadian States|Post Grunge Supergroup|16367|Brown|100236|Wolfprince|Azaroth|Freehold of The Wolves|15157|White|Active|10/4/2025 5:56:04 PM|10/11/2025 5:56:04 PM|A general dispute|872028|2,807.03|0|100|
646568|Joan De Marquinly|Rallende|Nuclear Proliferation League|17228|Aqua|646870|Waffless|Wafflandia|Doombrella|17368|Black|Active|10/4/2025 3:21:05 PM|10/11/2025 3:21:05 PM|A general dispute|872026|1,519.90|100|0|
679|Gateborg|Gateborg|New Pacific Order|10000|Red|406305|Ciroton|Sarin|New Polar Order|10006|Blue|Active|10/4/2025 3:17:16 PM|10/11/2025 3:17:16 PM|You + me = :*(|872025|1,765.33|61|38|
610594|ADude|OceaniaRedux|The Wolves|16660|Black|262614|aml520|Hantou|New Polar Order|10006|Blue|Active|10/4/2025 2:51:36 PM|10/11/2025 2:51:36 PM|A general dispute|872024|3,027.69|18|81|
610594|ADude|OceaniaRedux|The Wolves|16660|Black|526631|Fyston|Gallifrey|New Polar Order|10006|Blue|Active|10/4/2025 2:48:35 PM|10/11/2025 2:48:35 PM|A general dispute|872023|2,264.46|74|25|
55535|Vash_S|Dethklok|The Dark Templar|10056|Black|433547|WhitEarendur|Tol Eressea|New Polar Order|10006|Blue|Active|10/4/2025 2:43:29 PM|10/11/2025 2:43:29 PM|ROCK THE DRAGON|872022|6,506.34|77|22|
55535|Vash_S|Dethklok|The Dark Templar|10056|Black|262358|Johnny123|Johhny|New Polar Order|10006|Blue|Active|10/4/2025 2:43:17 PM|10/11/2025 2:43:17 PM|Were Tiny. Were Tooney. |872021|2,302.21|0|100|
633448|rageproject|LaVale|Independent Republic Of Orange Nations|10004|Orange|592448|Hakaisha|Nihon koku|Freehold of The Wolves|15157|White|Active|10/4/2025 2:23:46 PM|10/11/2025 2:23:46 PM|On snap! War!|872020|1,857.72|10|89|
633448|rageproject|LaVale|Independent Republic Of Orange Nations|10004|Orange|627684|Reginald Stuart III|New Ventris|Freehold of The Wolves|15157|White|Active|10/4/2025 2:23:29 PM|10/11/2025 2:23:29 PM|Oh snap! War!|872019|2,000.90|18|81|
633448|rageproject|LaVale|Independent Republic Of Orange Nations|10004|Orange|604148|US Chrisderica|US of Chrisderica|Freehold of The Wolves|15157|White|Active|10/4/2025 2:23:17 PM|10/11/2025 2:23:17 PM|On snap! War!|872018|761.95|0|100|
362361|Gofast2006|Pioneer Village|Nuclear Proliferation League|17228|Aqua|627592|Lord Xamaeron|Celtic Forest|Doombrella|17368|Black|Active|10/4/2025 2:13:50 PM|10/11/2025 2:13:50 PM|A general dispute|872017|10,758.74|85|14|
311659|tanglerat|Tir Mor|Post Grunge Supergroup|16367|Brown|80170|stevent37|Buffalonia|Freehold of The Wolves|15157|White|Active|10/4/2025 2:02:49 PM|10/11/2025 2:02:49 PM|A general dispute|872016|1,617.78|0|100|
311659|tanglerat|Tir Mor|Post Grunge Supergroup|16367|Brown|629286|Flycatcher|Sacania|Freehold of The Wolves|15157|White|Active|10/4/2025 1:38:11 PM|10/11/2025 1:38:11 PM|A general dispute|872015|4,984.22|0|100|
311659|tanglerat|Tir Mor|Post Grunge Supergroup|16367|Brown|444115|Pile Butts|Wobblies|Freehold of The Wolves|15157|White|Active|10/4/2025 1:36:58 PM|10/11/2025 1:36:58 PM|A general dispute|872014|386.30|0|100|
311659|tanglerat|Tir Mor|Post Grunge Supergroup|16367|Brown|608652|King of Clu|Kingdom of Clu|Freehold of The Wolves|15157|White|Active|10/4/2025 1:35:54 PM|10/11/2025 1:35:54 PM|A general dispute|872013|3,833.84|6|93|
216336|Stetson76|Axeland|CLAWS|15841|Black|592036|LordSanix|Citroto|Freehold of The Wolves|15157|White|Active|10/4/2025 12:52:03 PM|10/11/2025 12:52:03 PM|A general dispute|872012|9,234.81|90|9|
216336|Stetson76|Axeland|CLAWS|15841|Black|406305|Ciroton|Sarin|New Polar Order|10006|Blue|Active|10/4/2025 12:51:54 PM|10/11/2025 12:51:54 PM|A general dispute|872011|1,989.71|13|86|
216336|Stetson76|Axeland|CLAWS|15841|Black|8515|Turetel|Turetel|Freehold of The Wolves|15157|White|Active|10/4/2025 12:51:45 PM|10/11/2025 12:51:45 PM|A general dispute|872010|2,556.65|59|40|
643370|Extractum11|TerraExtraxi|The Legion|10020|Purple|457345|Taiki11|Taiki Land|Non Grata|10097|Maroon|Active|10/4/2025 12:46:42 PM|10/11/2025 12:46:42 PM|please nuke me|872009|1,210.55|30|69|
529025|Chllama|Renton|Post Grunge Supergroup|16367|Brown|634273|kolomee|Noodles Descendent|Freehold of The Wolves|15157|White|Active|10/4/2025 12:38:39 PM|10/11/2025 12:38:39 PM|Bruh|872008|1,935.91|19|80|
273493|Iceknave|Armed Federation|New Pacific Order|10000|Red|56087|crusaderoflight88|Pacific Sun|New Polar Order|10006|Blue|Active|10/4/2025 12:21:10 PM|10/11/2025 12:21:10 PM|EXTERMINATE!|872007|11,763.26|11|88|
273493|Iceknave|Armed Federation|New Pacific Order|10000|Red|202519|Zombie Glaucon|UTC Labs|New Polar Order|10006|Blue|Active|10/4/2025 12:21:03 PM|10/11/2025 12:21:03 PM|Food for the guinea pigs|872006|18,036.01|66|33|
636754|MAYBACH EMPIRE|MAYBACH 3MPIRE|Independent Republic Of Orange Nations|10004|Orange|100236|Wolfprince|Azaroth|Freehold of The Wolves|15157|White|Active|10/4/2025 12:19:30 PM|10/11/2025 12:19:30 PM|A general dispute|872005|3,406.16|0|100|
636754|MAYBACH EMPIRE|MAYBACH 3MPIRE|Independent Republic Of Orange Nations|10004|Orange|322849|BLITZ1|BLITZKRIEG THE FIRST|Freehold of The Wolves|15157|White|Active|10/4/2025 12:17:29 PM|10/11/2025 12:17:29 PM|A general dispute|872004|4,984.20|1|98|
636601|Wolfbite|Caffinated Wolves|Independent Republic Of Orange Nations|10004|Orange|18236|javaswiller|swillerland|Freehold of The Wolves|15157|White|Active|10/4/2025 12:00:21 PM|10/11/2025 12:00:21 PM|A general dispute|872003|5,389.83|3|96|
636601|Wolfbite|Caffinated Wolves|Independent Republic Of Orange Nations|10004|Orange|592036|LordSanix|Citroto|Freehold of The Wolves|15157|White|Active|10/4/2025 12:00:15 PM|10/11/2025 12:00:15 PM|A general dispute|872002|8,166.52|85|14|
636601|Wolfbite|Caffinated Wolves|Independent Republic Of Orange Nations|10004|Orange|613652|Peterkin|Quaraguay|Freehold of The Wolves|15157|White|Active|10/4/2025 12:00:09 PM|10/11/2025 12:00:09 PM|A general dispute|872001|1,929.63|0|100|
640620|Frioz|Lusitania Portugalia|Post Grunge Supergroup|16367|Brown|627684|Reginald Stuart III|New Ventris|Freehold of The Wolves|15157|White|Active|10/4/2025 11:54:24 AM|10/11/2025 11:54:24 AM|A general dispute|872000|1,029.69|35|64|
643474|Thilsh|Ibvralia|Post Grunge Supergroup|16367|Brown|647422|WarLordSnaxx|Snackdom|Freehold of The Wolves|15157|White|Active|10/4/2025 11:44:13 AM|10/11/2025 11:44:13 AM|A general dispute|871999|910.77|8|91|
582004|Neforatu|Nation Reborn|Post Grunge Supergroup|16367|Yellow|494289|Stoopid Ace|Smokehaven|Freehold of The Wolves|15157|White|Active|10/4/2025 11:34:47 AM|10/11/2025 11:34:47 AM|A general dispute|871998|3,270.83|0|100|
507771|MtPollux|The Monkey Kingdom|Nuclear Proliferation League|17228|Brown|627592|Lord Xamaeron|Celtic Forest|Doombrella|17368|Black|Active|10/4/2025 11:27:34 AM|10/11/2025 11:27:34 AM|is this seat taken?|871997|27,377.23|48|51|
633062|SoloRocket|Rocket Republic|Post Grunge Supergroup|16367|Brown|160240|Pamacii|Speedy Cats|Freehold of The Wolves|15157|White|Active|10/4/2025 11:25:49 AM|10/11/2025 11:25:49 AM|joie de vivre|871996|2,543.66|1|98|
621029|Le Trout|Lambo Lambo Lambo|Post Grunge Supergroup|16367|Brown|295629|jabrik|Mangkono|Freehold of The Wolves|15157|White|Active|10/4/2025 11:17:39 AM|10/11/2025 11:17:39 AM|YEET|871995|1,290.08|0|100|
36287|SirWilliam|Blissfields|Post Grunge Supergroup|16367|Brown|613652|Peterkin|Quaraguay|Freehold of The Wolves|15157|White|Active|10/4/2025 11:12:43 AM|10/11/2025 11:12:43 AM|A general dispute|871994|192.92|0|100|
36287|SirWilliam|Blissfields|Post Grunge Supergroup|16367|Brown|65430|Lord Bane|Damasca|Freehold of The Wolves|15157|White|Active|10/4/2025 11:12:24 AM|10/11/2025 11:12:24 AM|A general dispute|871993|769.97|0|100|
513467|master hakai|Afro Pick|Post Grunge Supergroup|16367|Brown|295629|jabrik|Mangkono|Freehold of The Wolves|15157|White|Active|10/4/2025 11:06:53 AM|10/11/2025 11:06:53 AM|okay|871992|646.58|0|100|
513467|master hakai|Afro Pick|Post Grunge Supergroup|16367|Brown|467217|aroswing|Land of Darkness|Freehold of The Wolves|15157|White|Active|10/4/2025 11:06:42 AM|10/11/2025 11:06:42 AM|its fine|871991|664.20|12|87|
550914|reilstrap|reilstrap|Independent Republic Of Orange Nations|10004|Orange|396041|Joseph Black|Rural Route 3|Freehold of The Wolves|15157|White|Active|10/4/2025 11:06:06 AM|10/11/2025 11:06:06 AM|For IRON|871990|2,695.41|41|58|
621029|Le Trout|Lambo Lambo Lambo|Post Grunge Supergroup|16367|Brown|225963|stageidea|Provinz Sachsen|Freehold of The Wolves|15157|White|Active|10/4/2025 11:04:07 AM|10/11/2025 11:04:07 AM|YEET|871989|2,302.08|1|98|
347458|iwin90|stopwarnow|Independent Republic Of Orange Nations|10004|Orange|467217|aroswing|Land of Darkness|Freehold of The Wolves|15157|White|Active|10/4/2025 11:03:54 AM|10/11/2025 11:03:54 AM|you not ng|871988|2,441.67|0|100|
633062|SoloRocket|Rocket Republic|Post Grunge Supergroup|16367|Brown|618522|Don Flippers|Penguinland|Freehold of The Wolves|15157|White|Active|10/4/2025 11:03:43 AM|10/11/2025 11:03:43 AM|joie de vivre|871987|925.65|0|100|
621029|Le Trout|Lambo Lambo Lambo|Post Grunge Supergroup|16367|Brown|444115|Pile Butts|Wobblies|Freehold of The Wolves|15157|White|Active|10/4/2025 11:03:33 AM|10/11/2025 11:03:33 AM|YEET|871986|1,276.73|93|6|
582004|Neforatu|Nation Reborn|Post Grunge Supergroup|16367|Yellow|81564|constablepotato|Potatoland|Freehold of The Wolves|15157|White|Active|10/4/2025 11:03:27 AM|10/11/2025 11:03:27 AM|A general dispute|871985|5,707.03|68|31|
